epoch,train_loss,test_loss,best_test_loss,train_accuracy,train_macro avg_precision,train_macro avg_recall,train_macro avg_f1-score,train_weighted avg_precision,train_weighted avg_recall,train_weighted avg_f1-score,test_accuracy,test_macro avg_precision,test_macro avg_recall,test_macro avg_f1-score,test_weighted avg_precision,test_weighted avg_recall,test_weighted avg_f1-score
0,2.31308871,2.21878699,True,43.06,6.15,14.29,8.6,18.54,43.06,25.92,41.82,5.97,14.29,8.43,17.49,41.82,24.67
1,1.84457851,1.29551379,True,43.06,6.15,14.29,8.6,18.54,43.06,25.92,41.82,5.97,14.29,8.43,17.49,41.82,24.67
2,1.28031934,1.06649431,True,42.3,11.79,14.26,11.75,34.16,42.3,34.49,47.58,6.8,14.29,9.21,22.64,47.58,30.68
3,1.21142681,1.06813014,False,41.89,11.89,14.36,12.91,34.42,41.89,37.51,47.58,6.8,14.29,9.21,22.64,47.58,30.68
4,1.20645559,1.07301336,False,41.11,11.65,14.09,12.66,33.75,41.11,36.81,47.58,6.8,14.29,9.21,22.64,47.58,30.68
5,1.19714409,1.07344371,False,42.89,12.18,14.72,13.25,35.26,42.89,38.49,47.58,6.8,14.29,9.21,22.64,47.58,30.68
6,1.1994643,1.07192772,False,41.98,11.9,14.4,12.97,34.48,41.98,37.67,47.58,6.8,14.29,9.21,22.64,47.58,30.68
7,1.19711199,1.0728512,False,41.79,11.82,14.31,12.83,34.24,41.79,37.32,47.58,6.8,14.29,9.21,22.64,47.58,30.68
8,1.19559342,1.0719912,False,42.83,12.14,14.68,13.2,35.16,42.83,38.35,47.58,6.8,14.29,9.21,22.64,47.58,30.68
9,1.19341333,1.07201248,False,42.76,12.12,14.66,13.18,35.11,42.76,38.3,47.58,6.8,14.29,9.21,22.64,47.58,30.68
10,1.19361993,1.07030567,False,42.04,11.9,14.4,12.91,34.46,42.04,37.54,47.58,6.8,14.29,9.21,22.64,47.58,30.68
11,1.19264412,1.068788,False,41.92,11.85,14.35,12.85,34.33,41.92,37.38,48.11,20.28,14.47,9.62,62.12,48.11,31.89
12,1.18542955,1.06715013,False,42.86,12.15,14.68,13.18,35.19,42.86,38.3,51.65,19.46,15.69,12.19,59.84,51.65,39.51
13,1.18644803,1.06641519,True,43.24,12.27,14.81,13.3,35.53,43.24,38.64,57.3,18.11,17.77,16.11,56.1,57.3,51.07
14,1.18000925,1.06331392,True,44.86,12.8,15.35,13.74,37.03,44.86,39.94,59.26,17.77,18.57,17.36,55.24,59.26,54.71
15,1.1785147,1.06069827,True,45.2,12.86,15.5,13.95,37.21,45.2,40.52,61.68,17.8,19.57,18.53,55.54,61.68,58.09
16,1.17549521,1.0513169,True,46.81,13.37,16.07,14.5,38.66,46.81,42.07,59.33,17.9,18.57,17.34,55.61,59.33,54.66
17,1.16830325,1.04274573,True,47.8,13.65,16.41,14.8,39.49,47.8,42.93,58.32,17.92,18.17,16.77,55.6,58.32,53.01
18,1.16181566,1.03208789,True,49.73,14.24,17.08,15.41,41.17,49.73,44.69,60.11,18.05,18.85,17.68,56.09,60.11,55.65
19,1.15210199,1.02147089,True,50.84,14.56,17.47,15.78,42.07,50.84,45.75,61.02,18.11,19.2,18.09,56.31,61.02,56.88
20,1.14452424,1.00979609,True,51.52,14.77,17.7,15.99,42.69,51.52,46.36,61.58,18.13,19.41,18.34,56.42,61.58,57.6
21,1.13459611,1.0009635,True,52.57,15.08,18.07,16.33,43.58,52.57,47.33,62.46,18.27,19.74,18.68,56.89,62.46,58.63
22,1.1306738,0.99332769,True,52.3,14.99,17.98,16.25,43.33,52.3,47.09,62.32,18.27,19.68,18.62,56.88,62.32,58.45
23,1.12483826,0.98596781,True,53.43,15.32,18.38,16.63,44.26,53.43,48.18,62.84,18.39,19.87,18.81,57.24,62.84,59.02
24,1.11496161,0.96854269,True,53.84,15.44,18.52,16.75,44.61,53.84,48.53,67.19,19.65,21.3,20.21,61.16,67.19,63.32
25,1.10250076,0.95422377,True,55.43,15.9,19.07,17.26,45.95,55.43,50.01,67.89,19.83,21.54,20.44,61.71,67.89,64.01
26,1.09184054,0.93714386,True,56.35,16.16,19.4,17.56,46.68,56.35,50.86,70.07,20.27,22.31,21.16,63.15,70.07,66.18
27,1.06312947,0.90739468,True,58.66,16.82,20.21,18.3,48.58,58.66,52.98,73.82,21.49,23.49,22.31,66.86,73.82,69.75
28,1.04338059,0.8899922,True,60.53,17.34,20.87,18.9,50.09,60.53,54.72,73.96,21.54,23.53,22.35,67.02,73.96,69.89
29,1.02956466,0.87440414,True,61.64,17.63,21.26,19.25,50.97,61.64,55.73,74.04,21.61,23.54,22.37,67.21,74.04,69.96
30,1.01476615,0.86140816,True,62.2,17.79,21.46,19.43,51.43,62.2,56.25,74.25,21.69,23.61,22.44,67.46,74.25,70.16
31,0.9968561,0.84895869,True,62.87,17.97,21.7,19.65,51.95,62.87,56.87,74.95,21.91,23.83,22.66,68.13,74.95,70.83
32,0.98286412,0.83125437,True,63.58,18.17,21.96,19.88,52.54,63.58,57.52,75.93,22.12,24.17,22.96,68.8,75.93,71.77
33,0.967862,0.81555866,True,64.46,18.41,22.27,20.16,53.25,64.46,58.32,77.16,22.45,24.57,23.34,69.85,77.16,72.95
34,0.95134548,0.79511146,True,65.42,18.68,22.61,20.46,54.06,65.42,59.2,78.39,22.77,24.98,23.72,70.86,78.39,74.12
35,0.93902622,0.776666,True,66.31,18.94,22.93,20.74,54.81,66.31,60.01,79.33,22.99,25.3,24.02,71.57,79.33,75.02
36,0.92676386,0.75955077,True,66.68,19.05,23.07,20.86,55.17,66.68,60.35,79.89,23.13,25.49,24.19,72.0,79.89,75.55
37,0.91177116,0.74580495,True,67.36,19.26,23.32,21.08,55.8,67.36,60.97,80.46,23.29,25.68,24.36,72.51,80.46,76.08
38,0.90281013,0.73482959,True,67.76,19.4,23.47,21.2,56.21,67.76,61.33,80.98,23.41,25.86,24.52,72.9,80.98,76.57
39,0.89573601,0.72954311,True,68.62,19.68,23.78,21.47,57.04,68.62,62.12,81.05,23.44,25.88,24.55,72.99,81.05,76.64
40,0.8876123,0.72228435,True,68.57,19.68,23.77,21.46,57.05,68.57,62.07,81.4,23.52,26.0,24.65,73.24,81.4,76.97
41,0.87990323,0.71287934,True,69.19,19.88,23.99,21.65,57.64,69.19,62.63,81.68,23.56,26.1,24.73,73.4,81.68,77.22
42,0.87515071,0.7085353,True,69.43,19.97,24.08,21.73,57.9,69.43,62.86,81.93,23.62,26.18,24.81,73.58,81.93,77.44
43,0.86535327,0.70702907,True,69.84,20.12,24.23,21.86,58.36,69.84,63.24,81.86,23.61,26.16,24.79,73.54,81.86,77.38
44,0.85928533,0.70097238,True,70.27,20.24,24.38,21.99,58.73,70.27,63.61,82.0,23.63,26.21,24.83,73.61,82.0,77.5
45,0.85404598,0.69549444,True,70.32,20.25,24.4,22.01,58.75,70.32,63.66,82.46,23.73,26.37,24.96,73.96,82.46,77.92
46,0.84991825,0.69107992,True,70.42,20.29,24.43,22.04,58.87,70.42,63.76,82.42,23.71,26.36,24.95,73.91,82.42,77.88
47,0.84813405,0.69186822,False,70.58,20.34,24.49,22.09,58.99,70.58,63.89,82.46,23.71,26.37,24.96,73.92,82.46,77.91
48,0.84537752,0.68893109,True,70.63,20.36,24.51,22.11,59.08,70.63,63.94,82.49,23.72,26.39,24.97,73.94,82.49,77.94
49,0.84114557,0.68955971,False,70.65,20.36,24.51,22.11,59.08,70.65,63.96,82.49,23.72,26.39,24.97,73.94,82.49,77.94
50,0.8391758,0.68913196,False,70.61,20.35,24.5,22.1,59.04,70.61,63.92,82.49,23.72,26.39,24.97,73.94,82.49,77.94
51,0.83825168,0.68496878,True,70.66,20.37,24.52,22.12,59.09,70.66,63.97,82.63,23.75,26.43,25.01,74.04,82.63,78.07
52,0.83816373,0.68516475,False,70.61,20.36,24.5,22.1,59.07,70.61,63.92,82.6,23.74,26.42,25.0,74.01,82.6,78.04
53,0.83618833,0.68598186,False,70.71,20.39,24.53,22.13,59.14,70.71,64.01,82.56,23.73,26.41,24.99,73.99,82.56,78.01
54,0.8374274,0.68507622,False,70.68,20.38,24.52,22.12,59.12,70.68,63.99,82.6,23.74,26.42,25.0,74.02,82.6,78.04
55,0.83829137,0.68642409,False,70.68,20.38,24.52,22.12,59.14,70.68,63.99,82.56,23.73,26.41,24.99,73.99,82.56,78.01
56,0.83229595,0.68242583,True,70.65,20.37,24.51,22.11,59.08,70.65,63.95,82.56,23.73,26.41,24.99,73.98,82.56,78.0
57,0.83125591,0.68614269,False,70.61,20.36,24.5,22.1,59.08,70.61,63.92,82.6,23.75,26.42,25.0,74.04,82.6,78.04
58,0.83142219,0.68693619,False,70.71,20.38,24.53,22.13,59.14,70.71,64.01,82.6,23.75,26.42,25.0,74.04,82.6,78.05
59,0.83142462,0.68686578,False,70.66,20.38,24.52,22.12,59.13,70.66,63.97,82.6,23.75,26.42,25.0,74.04,82.6,78.05
60,0.82890943,0.68297458,False,70.68,20.38,24.53,22.12,59.14,70.68,63.98,82.6,23.75,26.42,25.0,74.03,82.6,78.04
61,0.82722728,0.68768901,False,70.68,20.38,24.53,22.12,59.15,70.68,63.98,82.63,23.77,26.43,25.01,74.09,82.63,78.08
62,0.82836136,0.68592629,False,70.65,20.37,24.52,22.11,59.11,70.65,63.95,82.56,23.74,26.41,24.99,74.01,82.56,78.01
63,0.82997392,0.68918528,False,70.69,20.39,24.53,22.12,59.16,70.69,63.99,82.63,23.77,26.43,25.01,74.1,82.63,78.09
64,0.8256407,0.68750369,False,70.73,20.4,24.55,22.14,59.18,70.73,64.03,82.6,23.76,26.41,25.0,74.07,82.6,78.05
65,0.82786176,0.6886677,False,70.71,20.39,24.54,22.13,59.17,70.71,64.01,82.6,23.76,26.41,25.0,74.07,82.6,78.05
66,0.8279754,0.69006271,False,70.69,20.39,24.53,22.12,59.16,70.69,63.99,82.56,23.75,26.4,24.99,74.04,82.56,78.02
67,0.82371521,0.69051762,False,70.69,20.39,24.53,22.13,59.18,70.69,64.0,82.56,23.76,26.4,24.99,74.05,82.56,78.02
68,0.82790289,0.6909624,False,70.76,20.41,24.56,22.15,59.23,70.76,64.06,82.53,23.75,26.39,24.98,74.01,82.53,77.99
69,0.82505233,0.69110544,False,70.76,20.42,24.56,22.15,59.24,70.76,64.06,82.56,23.76,26.4,24.99,74.05,82.56,78.02
70,0.82635595,0.69337745,False,70.68,20.39,24.53,22.12,59.16,70.68,63.98,82.56,23.76,26.4,24.99,74.05,82.56,78.02
71,0.824911,0.69050713,False,70.65,20.38,24.52,22.11,59.13,70.65,63.95,82.63,23.77,26.43,25.01,74.09,82.63,78.08
72,0.82411133,0.69535743,False,70.76,20.41,24.56,22.15,59.23,70.76,64.06,82.53,23.76,26.39,24.98,74.04,82.53,77.99
73,0.82134768,0.69315348,False,70.73,20.41,24.55,22.14,59.22,70.73,64.03,82.6,23.77,26.41,25.0,74.07,82.6,78.05
74,0.82430798,0.69418933,False,70.71,20.4,24.54,22.13,59.19,70.71,64.0,82.56,23.76,26.4,24.99,74.05,82.56,78.02
75,0.82275825,0.69212849,False,70.68,20.39,24.53,22.12,59.17,70.68,63.98,82.56,23.76,26.4,24.99,74.05,82.56,78.02
76,0.82583706,0.69547367,False,70.69,20.4,24.53,22.12,59.19,70.69,63.99,82.56,23.76,26.4,24.99,74.06,82.56,78.02
77,0.82257072,0.69529003,False,70.66,20.4,24.52,22.12,59.18,70.66,63.98,82.63,23.77,26.43,25.01,74.1,82.63,78.09
